id_venda,data_venda,cliente,produto,categoria,quantidade,preco_unitario,vendedor,cidade,estado
2866,2024-09-09,Pietro,Mouse,Eletrônicos,1,75.04,Daniela,Porto Alegre,RS
2867,2024-10-17,João Felipe,Notebook,Eletrônicos,2,3615.37,Carlos,Curitiba,RJ
2868,2024-12-23,Melina,Monitor,Eletrônicos,1,930.96,Daniela,Porto Alegre,PR
2869,2024-11-03,Luiza,Mouse,Eletrônicos,3,84.89,Bruno,Curitiba,SP
2870,2024-11-26,Luna,Mesa,Móveis,4,1288.37,Daniela,Curitiba,PR
2871,2024-04-02,Ana Liz,Notebook,Eletrônicos,4,3567.38,Carlos,Rio de Janeiro,RS
2872,2024-01-07,Heloisa,Cadeira,Móveis,4,631.03,Carlos,Belo Horizonte,MG
2873,2024-08-18,João Miguel,Livro Python,Livros,4,111.57,Bruno,São Paulo,PR
2874,2024-03-30,Rafaela,Notebook,Eletrônicos,2,3462.75,Ana,São Paulo,RJ
2875,2024-12-19,Bruna,Mesa,Móveis,4,1309.21,Eduardo,Porto Alegre,MG
2876,2024-10-18,Henry,Mesa,Móveis,1,1154.69,Bruno,Porto Alegre,PR
2877,2024-05-24,Luara,Monitor,Eletrônicos,1,893.83,Eduardo,Curitiba,RJ
2878,2024-04-02,Emanuella,Mochila,Acessórios,2,178.91,Daniela,São Paulo,RS
2879,2024-05-22,Luana,Livro Python,Livros,2,121.97,Bruno,Curitiba,RJ
2880,2024-02-02,Diego,Livro Python,Livros,3,120.08,Carlos,Porto Alegre,RJ
2881,2024-12-22,Anthony Gabriel,Livro Python,Livros,4,129.98,Bruno,São Paulo,RJ
2882,2024-08-11,Rodrigo,Fone,Eletrônicos,1,187.71,Ana,Porto Alegre,PR
2883,2024-06-01,Emilly,Cadeira,Móveis,4,724.84,Eduardo,Rio de Janeiro,MG
2884,2024-04-18,Maysa,Monitor,Eletrônicos,1,939.26,Ana,São Paulo,SP
2885,2024-12-28,Laura,Livro Python,Livros,3,130.75,Ana,Porto Alegre,RJ
2886,2024-06-04,Evelyn,Notebook,Eletrônicos,2,3570.37,Eduardo,Porto Alegre,SP
2887,2024-04-08,Alexia,Mochila,Acessórios,3,163.0,Daniela,São Paulo,RJ
2888,2024-03-07,Otto,Livro SQL,Livros,3,99.19,Carlos,Rio de Janeiro,RJ
2889,2024-02-06,Anthony,Monitor,Eletrônicos,2,943.67,Carlos,Rio de Janeiro,RS
2890,2024-02-21,Aurora,Monitor,Eletrônicos,3,911.69,Daniela,Belo Horizonte,SP
2891,2024-12-02,Henry Gabriel,Cadeira,Móveis,3,718.73,Ana,Rio de Janeiro,SP
2892,2024-08-25,Anthony,Mochila,Acessórios,2,177.95,Ana,São Paulo,PR
2893,2024-05-15,Brenda,Mochila,Acessórios,2,192.57,Ana,São Paulo,RJ
2894,2024-03-04,Otávio,Cadeira,Móveis,3,758.62,Carlos,Rio de Janeiro,SP
2895,2024-04-23,Pedro,Mouse,Eletrônicos,3,84.74,Daniela,Belo Horizonte,RJ
2896,2024-07-26,Lívia,Livro Python,Livros,4,131.05,Ana,Curitiba,SP
2897,2024-06-14,Levi,Livro Python,Livros,3,120.55,Ana,Curitiba,SP
2898,2024-04-14,Calebe,Monitor,Eletrônicos,2,902.18,Daniela,Curitiba,MG
2899,2024-10-26,João Vitor,Livro SQL,Livros,4,90.96,Bruno,Rio de Janeiro,MG
2900,2024-03-19,Nicolas,Notebook,Eletrônicos,4,3749.6,Bruno,Porto Alegre,RS
2901,2024-06-24,Diego,Notebook,Eletrônicos,1,3367.7,Ana,Belo Horizonte,MG
2902,2024-04-12,Larissa,Livro SQL,Livros,4,105.5,Eduardo,Porto Alegre,RS
2903,2024-01-06,Yago,Notebook,Eletrônicos,2,3708.14,Bruno,Porto Alegre,MG
2904,2024-04-25,Calebe,Mouse,Eletrônicos,2,86.2,Bruno,Porto Alegre,SP
2905,2024-06-30,Valentim,Fone,Eletrônicos,3,193.45,Ana,Porto Alegre,RS
2906,2024-07-28,Alícia,Teclado,Eletrônicos,1,139.71,Bruno,Belo Horizonte,SP
2907,2024-04-05,João Guilherme,Monitor,Eletrônicos,4,948.03,Ana,Belo Horizonte,RJ
2908,2024-03-26,Arthur Gabriel,Monitor,Eletrônicos,2,916.34,Ana,Rio de Janeiro,MG
2909,2024-07-02,Pietra,Cadeira,Móveis,3,761.78,Daniela,Rio de Janeiro,SP
2910,2024-04-01,José Miguel,Mesa,Móveis,1,1203.65,Eduardo,Belo Horizonte,PR
2911,2024-05-12,Apollo,Livro SQL,Livros,2,101.24,Daniela,Porto Alegre,PR
2912,2024-07-05,Camila,Monitor,Eletrônicos,3,830.65,Carlos,Rio de Janeiro,RJ
2913,2024-02-15,Maria,Cadeira,Móveis,1,704.13,Daniela,São Paulo,RS
2914,2024-10-02,Stella,Mochila,Acessórios,2,162.76,Carlos,Rio de Janeiro,RJ
2915,2024-10-19,Diogo,Livro SQL,Livros,3,93.96,Daniela,Curitiba,PR
2916,2024-04-13,Rafaela,Mochila,Acessórios,2,197.98,Carlos,Belo Horizonte,RS
2917,2024-02-23,Francisco,Mouse,Eletrônicos,1,73.02,Eduardo,Curitiba,PR
2918,2024-04-22,Alice,Monitor,Eletrônicos,4,961.4,Eduardo,Belo Horizonte,MG
2919,2024-02-15,Enzo Gabriel,Mouse,Eletrônicos,2,77.12,Daniela,Rio de Janeiro,SP
2920,2024-07-07,João Miguel,Fone,Eletrônicos,4,187.65,Carlos,Porto Alegre,PR
2921,2024-07-30,Lucas Gabriel,Cadeira,Móveis,3,662.26,Eduardo,Porto Alegre,MG
2922,2024-05-07,Henry Gabriel,Livro Python,Livros,2,131.57,Ana,São Paulo,RJ
2923,2024-11-10,Melissa,Mesa,Móveis,4,1291.97,Daniela,Rio de Janeiro,MG
2924,2024-02-14,Brayan,Monitor,Eletrônicos,2,897.62,Ana,Rio de Janeiro,MG
2925,2024-11-13,Hellena,Mesa,Móveis,4,1165.59,Bruno,Belo Horizonte,SP
2926,2024-07-09,Eloah,Notebook,Eletrônicos,3,3812.62,Carlos,São Paulo,MG
2927,2024-09-23,Allana,Monitor,Eletrônicos,3,849.54,Daniela,Porto Alegre,MG
2928,2024-07-08,Antonella,Monitor,Eletrônicos,2,953.36,Eduardo,São Paulo,PR
2929,2024-12-22,Pedro Henrique,Cadeira,Móveis,3,759.45,Eduardo,Rio de Janeiro,RS
2930,2024-07-22,Rafael,Monitor,Eletrônicos,1,831.07,Ana,Porto Alegre,MG
2931,2024-11-18,Isabel,Mochila,Acessórios,1,188.19,Ana,Porto Alegre,PR
2932,2024-11-15,Isabel,Livro Python,Livros,2,116.63,Carlos,Belo Horizonte,RJ
2933,2024-09-28,Cauê,Monitor,Eletrônicos,3,984.68,Ana,Curitiba,PR
2934,2024-06-28,Alexandre,Notebook,Eletrônicos,4,3337.95,Carlos,Curitiba,SP
2935,2024-06-25,Enzo Gabriel,Mouse,Eletrônicos,4,85.39,Daniela,Rio de Janeiro,RS
2936,2024-05-17,Natália,Mesa,Móveis,1,1224.91,Eduardo,Curitiba,RJ
2937,2024-05-08,Asafe,Mochila,Acessórios,3,176.79,Ana,Belo Horizonte,SP
2938,2024-10-19,Gabriel,Mochila,Acessórios,1,196.78,Ana,Curitiba,MG
2939,2024-01-25,Aurora,Teclado,Eletrônicos,4,146.16,Daniela,São Paulo,RS
2940,2024-07-27,Lorenzo,Fone,Eletrônicos,3,188.87,Ana,Belo Horizonte,SP
2941,2024-08-12,Ana Vitória,Mouse,Eletrônicos,1,75.22,Daniela,São Paulo,PR
2942,2024-01-11,Danilo,Cadeira,Móveis,3,696.42,Carlos,Belo Horizonte,MG
2943,2024-08-15,Gabrielly,Livro Python,Livros,1,110.03,Ana,Porto Alegre,MG
2944,2024-01-23,Stephany,Livro SQL,Livros,4,108.3,Eduardo,São Paulo,PR
2945,2024-12-09,Zoe,Cadeira,Móveis,3,725.64,Daniela,Curitiba,SP
2946,2024-10-16,Jade,Mesa,Móveis,4,1289.79,Eduardo,São Paulo,SP
2947,2024-05-07,Theodoro,Monitor,Eletrônicos,3,826.36,Ana,São Paulo,RJ
2948,2024-12-24,Maria Luísa,Mouse,Eletrônicos,2,85.53,Carlos,Curitiba,RJ
2949,2024-02-03,Felipe,Teclado,Eletrônicos,3,151.11,Ana,Rio de Janeiro,MG
2950,2024-01-29,Rafaela,Fone,Eletrônicos,3,205.09,Ana,São Paulo,MG
2951,2024-03-17,Isabel,Notebook,Eletrônicos,2,3821.85,Ana,São Paulo,MG
2952,2024-05-03,Evelyn,Mouse,Eletrônicos,1,87.98,Carlos,Belo Horizonte,RS
2953,2024-03-17,Luan,Livro Python,Livros,3,109.92,Carlos,Rio de Janeiro,RJ
2954,2024-07-21,Matheus,Mochila,Acessórios,1,181.97,Daniela,São Paulo,RJ
2955,2024-01-26,Sofia,Mesa,Móveis,4,1158.27,Bruno,Porto Alegre,PR
2956,2024-11-21,Anna Liz,Livro SQL,Livros,3,108.51,Ana,Porto Alegre,RS
2957,2024-12-24,Aurora,Monitor,Eletrônicos,3,969.89,Eduardo,Curitiba,PR
2958,2024-07-04,Pietra,Cadeira,Móveis,2,714.98,Carlos,Curitiba,RJ
2959,2024-06-13,Melissa,Mouse,Eletrônicos,2,84.88,Carlos,Belo Horizonte,SP
2960,2024-06-01,Igor,Mesa,Móveis,1,1144.46,Eduardo,Rio de Janeiro,RJ
2961,2024-04-24,Pietro,Mouse,Eletrônicos,1,80.95,Ana,Curitiba,SP
2962,2024-04-01,Mirella,Monitor,Eletrônicos,2,836.0,Ana,Rio de Janeiro,PR
2963,2024-11-28,Pietra,Livro Python,Livros,3,116.02,Bruno,Curitiba,SP
2964,2024-02-21,Letícia,Mesa,Móveis,1,1220.56,Bruno,Porto Alegre,RS
2965,2024-07-24,Leonardo,Fone,Eletrônicos,3,210.44,Carlos,Belo Horizonte,PR
2966,2024-04-02,Gabriel,Teclado,Eletrônicos,3,145.99,Eduardo,São Paulo,RJ
2967,2024-11-04,João Gabriel,Monitor,Eletrônicos,4,981.93,Carlos,Curitiba,PR
2968,2024-06-01,Bernardo,Mochila,Acessórios,1,173.65,Eduardo,Rio de Janeiro,PR
2969,2024-09-16,Larissa,Monitor,Eletrônicos,2,913.85,Ana,Belo Horizonte,PR
2970,2024-05-28,Rodrigo,Teclado,Eletrônicos,4,159.56,Carlos,Porto Alegre,SP
2971,2024-03-29,Rhavi,Teclado,Eletrônicos,1,154.68,Daniela,São Paulo,SP
2972,2024-06-09,Enrico,Monitor,Eletrônicos,2,911.18,Ana,Curitiba,RJ
2973,2024-12-02,Eloá,Cadeira,Móveis,2,653.72,Ana,Curitiba,RS
2974,2024-08-25,Renan,Livro SQL,Livros,1,109.5,Carlos,Belo Horizonte,SP
2975,2024-08-07,Beatriz,Fone,Eletrônicos,4,182.4,Ana,Belo Horizonte,PR
2976,2024-10-01,Isabel,Monitor,Eletrônicos,4,912.41,Bruno,Curitiba,RS
2977,2024-03-26,Jade,Livro Python,Livros,1,129.9,Eduardo,Belo Horizonte,SP
2978,2024-05-29,Anthony,Livro SQL,Livros,4,100.04,Carlos,Belo Horizonte,SP
2979,2024-05-20,Miguel,Notebook,Eletrônicos,2,3387.78,Daniela,Curitiba,RJ
2980,2024-03-17,Ísis,Cadeira,Móveis,1,670.18,Bruno,Curitiba,RJ
2981,2024-11-29,Henry,Mochila,Acessórios,3,174.82,Carlos,Porto Alegre,RS
2982,2024-04-24,Camila,Livro SQL,Livros,4,103.9,Eduardo,Curitiba,SP
2983,2024-02-17,Cecilia,Notebook,Eletrônicos,3,3488.01,Bruno,São Paulo,RJ
2984,2024-06-04,Vitor Hugo,Mouse,Eletrônicos,3,73.88,Ana,São Paulo,RS
2985,2024-10-22,Lívia,Cadeira,Móveis,4,758.91,Bruno,São Paulo,RS
2986,2024-12-08,Arthur,Mouse,Eletrônicos,1,80.81,Carlos,Rio de Janeiro,RS
2987,2024-07-03,Gabriela,Livro Python,Livros,4,113.09,Daniela,Curitiba,SP
2988,2024-11-25,Marcela,Monitor,Eletrônicos,1,895.45,Carlos,Curitiba,RJ
2989,2024-12-21,Dom,Teclado,Eletrônicos,3,159.56,Bruno,Belo Horizonte,MG
2990,2024-01-23,Vitor Gabriel,Mochila,Acessórios,4,190.15,Carlos,São Paulo,SP
2991,2024-08-24,Vitória,Teclado,Eletrônicos,3,157.92,Eduardo,Porto Alegre,PR
2992,2024-01-22,André,Cadeira,Móveis,1,635.09,Bruno,Rio de Janeiro,MG
2993,2024-05-04,Ayla,Mouse,Eletrônicos,1,75.19,Bruno,Rio de Janeiro,MG
2994,2024-02-20,Gael,Livro SQL,Livros,3,100.03,Bruno,São Paulo,PR
2995,2024-09-09,Pedro Miguel,Livro Python,Livros,4,110.72,Carlos,São Paulo,RJ
2996,2024-04-15,Júlia,Cadeira,Móveis,2,697.91,Ana,Rio de Janeiro,SP
2997,2024-02-05,Eduardo,Mochila,Acessórios,1,191.46,Carlos,Curitiba,RS
2998,2024-09-23,Allana,Notebook,Eletrônicos,2,3715.48,Daniela,Rio de Janeiro,PR
2999,2024-02-08,Dante,Mouse,Eletrônicos,4,80.89,Ana,São Paulo,RS
3000,2024-02-21,Sara,Cadeira,Móveis,3,687.68,Bruno,Porto Alegre,RS
3001,2024-05-25,Emanuelly,Teclado,Eletrônicos,3,154.97,Bruno,São Paulo,SP
3002,2024-05-31,Júlia,Cadeira,Móveis,1,719.51,Carlos,Curitiba,PR
3003,2024-11-06,Pedro Henrique,Mesa,Móveis,1,1297.65,Eduardo,Belo Horizonte,PR
3004,2024-07-06,Thales,Cadeira,Móveis,1,641.96,Carlos,Curitiba,SP
3005,2024-09-15,Thomas,Mesa,Móveis,2,1261.53,Carlos,Belo Horizonte,RS
3006,2024-11-18,Beatriz,Mochila,Acessórios,3,179.81,Daniela,São Paulo,MG
3007,2024-09-27,Antônio,Fone,Eletrônicos,4,190.71,Ana,Rio de Janeiro,PR
3008,2024-05-17,Arthur,Monitor,Eletrônicos,1,971.75,Bruno,Belo Horizonte,PR
3009,2024-02-19,Theo,Notebook,Eletrônicos,2,3630.0,Bruno,Porto Alegre,PR
3010,2024-03-22,Luiz Felipe,Mesa,Móveis,2,1101.31,Bruno,São Paulo,RJ
3011,2024-01-02,Marcos Vinicius,Livro Python,Livros,4,117.81,Ana,Belo Horizonte,RS
3012,2024-02-12,Bella,Livro SQL,Livros,4,101.71,Eduardo,Rio de Janeiro,MG
3013,2024-04-03,Enzo Gabriel,Mesa,Móveis,2,1115.95,Carlos,Curitiba,RS
3014,2024-03-05,Maria Alice,Livro Python,Livros,2,125.51,Carlos,Belo Horizonte,RJ
3015,2024-07-31,Bárbara,Notebook,Eletrônicos,2,3401.3,Eduardo,Porto Alegre,MG
3016,2024-05-28,Brenda,Mochila,Acessórios,4,190.65,Ana,Curitiba,PR
3017,2024-10-04,Liz,Mochila,Acessórios,4,164.62,Carlos,Belo Horizonte,SP
3018,2024-10-12,Maria Alice,Notebook,Eletrônicos,4,3256.39,Daniela,Rio de Janeiro,PR
3019,2024-09-26,Zoe,Teclado,Eletrônicos,2,145.37,Eduardo,Belo Horizonte,RS
3020,2024-01-24,Caio,Fone,Eletrônicos,4,189.85,Bruno,Belo Horizonte,PR
3021,2024-07-26,Ravy,Cadeira,Móveis,4,648.44,Ana,Belo Horizonte,SP
3022,2024-01-26,Enzo,Livro SQL,Livros,4,100.46,Ana,Rio de Janeiro,MG
3023,2024-08-25,Anna Liz,Mochila,Acessórios,2,180.99,Ana,São Paulo,PR
3024,2024-06-11,Letícia,Cadeira,Móveis,1,662.65,Ana,Curitiba,MG
3025,2024-12-02,Rhavi,Notebook,Eletrônicos,3,3511.9,Ana,Belo Horizonte,RJ
3026,2024-02-11,Gael,Mesa,Móveis,2,1176.21,Carlos,Porto Alegre,RS
3027,2024-05-17,Noah,Teclado,Eletrônicos,4,155.45,Ana,Belo Horizonte,RJ
3028,2024-07-22,Ana Clara,Monitor,Eletrônicos,3,954.55,Daniela,Porto Alegre,SP
3029,2024-10-14,Mariane,Cadeira,Móveis,3,669.7,Bruno,São Paulo,PR
3030,2024-02-25,Stella,Mesa,Móveis,2,1257.81,Bruno,Curitiba,PR
3031,2024-05-09,Thomas,Livro Python,Livros,1,127.41,Ana,Belo Horizonte,MG
3032,2024-08-18,Isabela,Mochila,Acessórios,1,182.56,Carlos,Rio de Janeiro,RS
3033,2024-01-22,Alexia,Livro Python,Livros,3,117.09,Carlos,Porto Alegre,RJ
3034,2024-05-08,Isabela,Monitor,Eletrônicos,2,963.23,Carlos,Rio de Janeiro,PR
3035,2024-12-21,Danilo,Fone,Eletrônicos,1,190.69,Bruno,Belo Horizonte,MG
3036,2024-04-14,Maria Liz,Mouse,Eletrônicos,4,86.45,Carlos,Porto Alegre,PR
3037,2024-07-22,Ana Julia,Fone,Eletrônicos,4,208.36,Bruno,Curitiba,PR
3038,2024-07-19,Melissa,Mouse,Eletrônicos,2,85.71,Bruno,Porto Alegre,PR
3039,2024-05-05,Isis,Mesa,Móveis,2,1101.44,Eduardo,Belo Horizonte,PR
3040,2024-09-28,Ana Júlia,Mesa,Móveis,3,1135.38,Daniela,Curitiba,PR
3041,2024-07-29,Luísa,Livro Python,Livros,1,129.28,Daniela,São Paulo,RS
3042,2024-12-02,Leandro,Notebook,Eletrônicos,2,3449.37,Daniela,São Paulo,RJ
3043,2024-03-02,Luiz Felipe,Mochila,Acessórios,4,165.23,Carlos,Rio de Janeiro,RS
3044,2024-06-09,João Miguel,Fone,Eletrônicos,4,183.59,Carlos,Rio de Janeiro,RS
3045,2024-01-20,Ágatha,Fone,Eletrônicos,2,212.29,Eduardo,Belo Horizonte,SP
3046,2024-07-20,Ana Clara,Livro Python,Livros,4,113.37,Bruno,Curitiba,SP
3047,2024-02-06,Maria Júlia,Livro SQL,Livros,4,93.1,Eduardo,Curitiba,SP
3048,2024-09-09,Helena,Mouse,Eletrônicos,4,83.34,Ana,Belo Horizonte,SP
3049,2024-06-24,Daniel,Mesa,Móveis,3,1186.06,Eduardo,São Paulo,MG
3050,2024-07-19,Pedro Miguel,Mochila,Acessórios,1,189.51,Daniela,Belo Horizonte,SP
3051,2024-05-04,João Vitor,Mouse,Eletrônicos,4,82.23,Eduardo,Porto Alegre,SP
3052,2024-03-25,Davi Luiz,Monitor,Eletrônicos,2,989.02,Eduardo,Rio de Janeiro,RS
3053,2024-09-27,Nicolas,Livro SQL,Livros,1,91.48,Bruno,Rio de Janeiro,RJ
3054,2024-04-14,Gustavo Henrique,Cadeira,Móveis,3,687.11,Carlos,São Paulo,PR
3055,2024-02-10,Camila,Mochila,Acessórios,2,182.08,Bruno,São Paulo,SP
3056,2024-08-23,João Guilherme,Notebook,Eletrônicos,3,3210.52,Bruno,Porto Alegre,SP
3057,2024-06-10,Jade,Fone,Eletrônicos,1,187.02,Ana,Rio de Janeiro,RJ
3058,2024-10-31,Maria Vitória,Mouse,Eletrônicos,3,79.44,Daniela,São Paulo,RS
3059,2024-03-10,Maria Flor,Livro SQL,Livros,1,93.19,Daniela,São Paulo,SP
3060,2024-06-17,João Guilherme,Cadeira,Móveis,1,669.93,Daniela,Curitiba,RJ
3061,2024-01-14,Vitória,Monitor,Eletrônicos,2,973.04,Eduardo,Belo Horizonte,RS
3062,2024-11-30,Bárbara,Livro SQL,Livros,4,94.65,Eduardo,São Paulo,PR
3063,2024-02-17,Luiz Fernando,Teclado,Eletrônicos,4,144.85,Ana,Rio de Janeiro,RJ
3064,2024-07-26,Ana,Monitor,Eletrônicos,1,966.6,Bruno,Porto Alegre,RS
3065,2024-11-02,Milena,Monitor,Eletrônicos,2,918.61,Daniela,Curitiba,MG
3066,2024-04-10,Melina,Cadeira,Móveis,4,651.97,Ana,Porto Alegre,PR
3067,2024-01-10,Maria Liz,Mesa,Móveis,1,1155.05,Carlos,Curitiba,PR
3068,2024-09-13,Maria Isis,Mouse,Eletrônicos,2,74.21,Daniela,Curitiba,PR
3069,2024-09-27,Pedro,Teclado,Eletrônicos,3,151.57,Ana,Belo Horizonte,PR
3070,2024-05-17,Maria Luiza,Mouse,Eletrônicos,4,76.39,Eduardo,Curitiba,SP
3071,2024-04-19,Maria Fernanda,Mochila,Acessórios,3,195.79,Carlos,São Paulo,RS
3072,2024-08-18,Gael Henrique,Livro SQL,Livros,4,101.29,Ana,Belo Horizonte,RJ
3073,2024-12-05,Maitê,Livro SQL,Livros,1,96.66,Daniela,Belo Horizonte,SP
3074,2024-05-12,Anthony,Teclado,Eletrônicos,1,138.2,Carlos,Porto Alegre,RS
3075,2024-01-28,Carolina,Monitor,Eletrônicos,4,856.76,Carlos,Porto Alegre,PR
3076,2024-04-18,Enrico,Fone,Eletrônicos,3,219.93,Ana,Rio de Janeiro,RJ
3077,2024-12-19,Maria Julia,Mesa,Móveis,3,1115.53,Eduardo,Belo Horizonte,PR
3078,2024-10-10,Cecília,Teclado,Eletrônicos,1,152.39,Carlos,Belo Horizonte,PR
3079,2024-11-12,Benicio,Mouse,Eletrônicos,2,77.84,Daniela,Curitiba,PR
3080,2024-03-21,Ana Clara,Mochila,Acessórios,3,190.38,Bruno,Porto Alegre,RS
3081,2024-01-08,Agatha,Fone,Eletrônicos,3,218.32,Carlos,Rio de Janeiro,MG
3082,2024-07-15,Rafael,Mochila,Acessórios,1,182.33,Eduardo,Belo Horizonte,RS
3083,2024-01-20,Julia,Mochila,Acessórios,2,163.87,Daniela,São Paulo,SP
3084,2024-10-19,Davi Miguel,Notebook,Eletrônicos,4,3484.0,Bruno,Rio de Janeiro,SP
3085,2024-02-23,Olívia,Mouse,Eletrônicos,1,75.77,Daniela,Curitiba,MG
3086,2024-09-21,Luiz Henrique,Monitor,Eletrônicos,2,964.71,Bruno,São Paulo,RJ
3087,2024-10-16,Ana Beatriz,Livro Python,Livros,2,119.57,Daniela,São Paulo,SP
3088,2024-10-04,Paulo,Mochila,Acessórios,3,189.73,Carlos,São Paulo,SP
3089,2024-12-15,Jade,Mouse,Eletrônicos,2,75.75,Daniela,Belo Horizonte,RS
3090,2024-07-22,Maria Clara,Notebook,Eletrônicos,2,3512.32,Bruno,Belo Horizonte,SP
3091,2024-11-01,Olívia,Livro SQL,Livros,1,98.1,Daniela,Rio de Janeiro,RS
3092,2024-01-08,Daniela,Fone,Eletrônicos,1,195.5,Bruno,Rio de Janeiro,MG
3093,2024-04-23,Bernardo,Livro SQL,Livros,2,108.08,Daniela,Belo Horizonte,RJ
3094,2024-05-18,Nathan,Monitor,Eletrônicos,3,875.99,Bruno,Curitiba,RS
3095,2024-10-03,Josué,Monitor,Eletrônicos,1,861.99,Ana,Porto Alegre,SP
3096,2024-11-25,Mathias,Mouse,Eletrônicos,2,74.67,Bruno,São Paulo,RJ
3097,2024-07-19,João Vitor,Notebook,Eletrônicos,2,3209.79,Carlos,Curitiba,RS
3098,2024-02-11,Paulo,Fone,Eletrônicos,2,187.74,Ana,Belo Horizonte,RJ
3099,2024-11-21,Luísa,Fone,Eletrônicos,3,197.95,Daniela,Rio de Janeiro,RJ
3100,2024-04-20,Lorenzo,Mochila,Acessórios,2,192.78,Daniela,Porto Alegre,MG
3101,2024-10-01,Pedro Henrique,Mesa,Móveis,4,1172.66,Eduardo,Porto Alegre,RJ
3102,2024-11-21,Emanuel,Mouse,Eletrônicos,1,81.64,Daniela,Curitiba,PR
3103,2024-06-01,Ana Beatriz,Mouse,Eletrônicos,3,80.13,Eduardo,São Paulo,RJ
3104,2024-07-17,Kevin,Fone,Eletrônicos,4,205.17,Carlos,São Paulo,SP
3105,2024-12-10,Benício,Livro SQL,Livros,2,94.52,Bruno,São Paulo,RS
3106,2024-06-17,Isabela,Fone,Eletrônicos,3,212.58,Carlos,São Paulo,RJ
3107,2024-01-13,Dom,Cadeira,Móveis,4,672.47,Carlos,Curitiba,MG
3108,2024-05-23,Calebe,Mouse,Eletrônicos,1,74.87,Bruno,Belo Horizonte,SP
3109,2024-06-17,Eduardo,Fone,Eletrônicos,1,218.32,Eduardo,Rio de Janeiro,RS
3110,2024-06-30,Bruno,Mochila,Acessórios,1,188.38,Eduardo,Belo Horizonte,PR
3111,2024-10-23,Ana,Mochila,Acessórios,2,192.81,Ana,Porto Alegre,SP
3112,2024-04-05,Ravi Lucca,Mochila,Acessórios,4,168.94,Daniela,Belo Horizonte,SP
3113,2024-06-04,Maria Isis,Notebook,Eletrônicos,2,3688.13,Carlos,Curitiba,MG
3114,2024-11-25,Maria Alice,Monitor,Eletrônicos,1,948.1,Carlos,São Paulo,RJ
3115,2024-05-17,Emanuel,Monitor,Eletrônicos,3,906.42,Eduardo,Belo Horizonte,SP
3116,2024-02-07,Esther,Monitor,Eletrônicos,3,977.71,Daniela,São Paulo,RS
3117,2024-06-11,Maria Vitória,Mochila,Acessórios,4,174.9,Ana,Belo Horizonte,SP
3118,2024-06-17,Cecilia,Livro Python,Livros,2,123.82,Eduardo,Porto Alegre,SP
3119,2024-01-20,Larissa,Fone,Eletrônicos,3,199.08,Daniela,Rio de Janeiro,MG
3120,2024-11-05,Otávio,Notebook,Eletrônicos,3,3679.12,Ana,São Paulo,PR
3121,2024-06-18,Alícia,Fone,Eletrônicos,3,212.27,Bruno,Belo Horizonte,PR
3122,2024-10-07,Marcos Vinicius,Livro SQL,Livros,2,96.4,Carlos,Rio de Janeiro,SP
3123,2024-07-18,Murilo,Notebook,Eletrônicos,3,3626.4,Ana,Rio de Janeiro,RS
3124,2024-01-03,Aylla,Mochila,Acessórios,4,184.64,Daniela,São Paulo,RS
3125,2024-12-07,Catarina,Livro SQL,Livros,3,105.31,Ana,Curitiba,PR
3126,2024-05-21,Melina,Teclado,Eletrônicos,1,143.22,Daniela,Curitiba,RS
3127,2024-12-15,Luiz Otávio,Teclado,Eletrônicos,3,146.32,Ana,Curitiba,SP
3128,2024-05-18,Olivia,Mochila,Acessórios,1,164.51,Carlos,Belo Horizonte,RJ
3129,2024-06-23,Lorena,Mesa,Móveis,4,1131.69,Daniela,São Paulo,RJ
3130,2024-05-15,Alexandre,Monitor,Eletrônicos,2,841.1,Ana,Porto Alegre,SP
3131,2024-12-23,Catarina,Monitor,Eletrônicos,4,973.95,Daniela,Porto Alegre,RS
3132,2024-02-17,Alexia,Notebook,Eletrônicos,3,3718.53,Ana,Rio de Janeiro,SP
3133,2024-12-05,Cecilia,Mouse,Eletrônicos,4,74.75,Ana,Rio de Janeiro,PR
3134,2024-07-23,Josué,Teclado,Eletrônicos,4,153.47,Carlos,São Paulo,MG
3135,2024-03-16,João Gabriel,Mesa,Móveis,1,1176.73,Eduardo,Rio de Janeiro,MG
3136,2024-09-12,Leandro,Teclado,Eletrônicos,1,155.94,Eduardo,Curitiba,PR
3137,2024-11-28,Guilherme,Mouse,Eletrônicos,2,77.13,Ana,São Paulo,MG
3138,2024-10-01,Benjamin,Fone,Eletrônicos,3,197.08,Bruno,Curitiba,MG
3139,2024-03-17,Ágatha,Monitor,Eletrônicos,4,980.57,Daniela,Belo Horizonte,MG
3140,2024-09-01,Yuri,Fone,Eletrônicos,1,192.69,Carlos,Rio de Janeiro,RS
3141,2024-07-23,Kamilly,Cadeira,Móveis,2,699.71,Carlos,Porto Alegre,RS
3142,2024-05-21,Mariana,Mouse,Eletrônicos,2,81.49,Ana,Belo Horizonte,PR
3143,2024-05-22,Jade,Mochila,Acessórios,1,162.17,Daniela,Belo Horizonte,SP
3144,2024-05-31,Leonardo,Monitor,Eletrônicos,4,862.27,Bruno,Porto Alegre,RJ
3145,2024-09-07,Emanuella,Cadeira,Móveis,2,650.58,Eduardo,Rio de Janeiro,SP
3146,2024-07-27,Zoe,Mesa,Móveis,3,1084.83,Bruno,São Paulo,RJ
